Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2010-01-04 00:00:00-05:00,138.39828404065045,141.81652785235897,137.9587882767972,140.8643035888672,9135000,0.0,0,GS-1
2010-01-05 00:00:00-05:00,140.79922079166383,143.45242707112973,140.449263371455,143.35476684570312,11659400,0.0,0,GS-1
2010-01-06 00:00:00-05:00,142.7362020398138,142.7362020398138,141.41772717441228,141.8246612548828,7381100,0.0,0,GS-1
2010-01-07 00:00:00-05:00,141.8735243034877,145.47895481716807,141.57238459569146,144.5999755859375,8727400,0.0,0,GS-1
2010-01-08 00:00:00-05:00,143.50937359950584,144.4046211209296,141.5723634120765,141.8653564453125,7268100,0.0,0,GS-1
2010-01-11 00:00:00-05:00,142.47579765148757,142.47579765148757,138.78084064363279,139.62725830078125,7704900,0.0,0,GS-1
2010-01-12 00:00:00-05:00,138.36567320607014,138.74819210149687,135.94035041144127,136.58331298828125,10360100,0.0,0,GS-1
2010-01-13 00:00:00-05:00,136.73796692359613,138.08899087017048,135.19975680231167,137.60067749023438,11269500,0.0,0,GS-1
2010-01-14 00:00:00-05:00,136.72989036813945,138.94361339616293,136.0869398002555,137.16123962402344,10521400,0.0,0,GS-1
2010-01-15 00:00:00-05:00,136.40435837248876,136.56712958017346,133.9464721549144,134.45921325683594,10896300,0.0,0,GS-1
2010-01-19 00:00:00-05:00,134.29640168851287,136.2415463994548,133.39300739238075,135.80206298828125,7705300,0.0,0,GS-1
2010-01-20 00:00:00-05:00,134.9393850297437,136.87638340327592,133.73486325866492,136.55897521972656,8893900,0.0,0,GS-1
2010-01-21 00:00:00-05:00,137.77970797370122,139.1714277150534,127.59008957598486,130.92694091796875,51738300,0.0,0,GS-1
2010-01-22 00:00:00-05:00,129.15276426945732,130.01546269220017,123.91145035923302,125.43338012695312,30175600,0.0,0,GS-1
2010-01-25 00:00:00-05:00,127.06925674125858,128.83534939375505,125.74264748957074,126.13330078125,17877000,0.0,0,GS-1
2010-01-26 00:00:00-05:00,126.07633586720924,127.37038342762875,122.64994500856288,122.79644775390625,15985900,0.0,0,GS-1
2010-01-27 00:00:00-05:00,122.69063186645508,124.46485859186699,120.67224219588873,123.30103302001953,19899000,0.0,0,GS-1
2010-01-28 00:00:00-05:00,125.52288106413997,126.31233416166506,122.03952638210117,124.75784301757812,16160700,0.0,0,GS-1
2010-01-29 00:00:00-05:00,125.6938098776811,126.05191388144668,120.29785960537714,121.03848266601562,18502800,0.0,0,GS-1
2010-02-01 00:00:00-05:00,121.93373805157707,126.35303635742933,121.4372779594817,124.62763977050781,12980800,0.0,0,GS-1
2010-02-02 00:00:00-05:00,125.05085908066165,128.18425699693347,125.05085908066165,127.7284927368164,17246600,0.0,0,GS-1
2010-02-03 00:00:00-05:00,128.52603318777147,130.1700500265002,127.86680209414861,127.96446228027344,16785200,0.0,0,GS-1
2010-02-04 00:00:00-05:00,126.36934757508293,127.01229813481963,122.44649599970832,122.63368225097656,18895000,0.0,0,GS-1
2010-02-05 00:00:00-05:00,122.74764012020746,125.71012064945084,121.16058677851036,125.46595764160156,18759200,0.0,0,GS-1
2010-02-08 00:00:00-05:00,125.55542402296088,125.82400196215148,122.74758181308162,122.9754638671875,10257300,0.0,0,GS-1
2010-02-09 00:00:00-05:00,124.27772459319014,124.95323697716628,121.79542304210874,124.10681915283203,14017300,0.0,0,GS-1
2010-02-10 00:00:00-05:00,124.33467960911061,126.43446158256002,123.51266457278783,125.03460693359375,10555300,0.0,0,GS-1
2010-02-11 00:00:00-05:00,125.66125023902845,126.41001994198132,123.91143850510026,125.37640380859375,11163400,0.0,0,GS-1
2010-02-12 00:00:00-05:00,124.00905451915337,125.74259721196246,123.00800042633537,125.2786865234375,10293200,0.0,0,GS-1
2010-02-16 00:00:00-05:00,126.39368337687289,128.37952297737255,125.82397834852583,128.10279846191406,11497100,0.0,0,GS-1
2010-02-17 00:00:00-05:00,128.59117379058858,128.7458107333956,126.80880047068551,127.98890686035156,10070000,0.0,0,GS-1
2010-02-18 00:00:00-05:00,126.64602265780297,127.44360996342378,126.05190238862112,126.74368286132812,10991100,0.0,0,GS-1
2010-02-19 00:00:00-05:00,125.7507659682314,127.77730217406003,125.73449754631986,127.10992431640625,8693000,0.0,0,GS-1
2010-02-22 00:00:00-05:00,127.94008540401033,128.56676742877235,126.9878610492816,127.54129791259766,7375500,0.0,0,GS-1
2010-02-23 00:00:00-05:00,127.62269862592922,130.3898585679267,126.89022205170261,127.53317260742188,15696000,0.0,0,GS-1
2010-02-24 00:00:00-05:00,128.0540376264266,129.60852908763852,127.67151852510963,128.85977172851562,8361500,0.0,0,GS-1
2010-02-25 00:00:00-05:00,127.15060781118243,127.32152557373048,125.59612920249052,127.32152557373047,10519900,0.0,0,GS-1
2010-02-26 00:00:00-05:00,127.46021615246357,128.05568115554846,126.64452294477638,127.53363800048828,7812700,0.35,0,GS-1
2010-03-01 00:00:00-05:00,127.66412120640426,129.11605391283268,127.38678854258957,127.68859100341797,6522800,0.0,0,GS-1
2010-03-02 00:00:00-05:00,128.21056747549162,130.30690360482282,127.99033941678174,129.4912109375,11986400,0.0,0,GS-1
2010-03-03 00:00:00-05:00,129.7278007466009,130.06223784185283,128.25139850474065,128.65109252929688,10006000,0.0,0,GS-1
2010-03-04 00:00:00-05:00,129.08346506757618,133.65135253829575,128.96926850313278,133.45558166503906,15439500,0.0,0,GS-1
2010-03-05 00:00:00-05:00,134.6791359036917,137.24041264630384,134.58940913307657,136.36761474609375,12226700,0.0,0,GS-1
2010-03-08 00:00:00-05:00,136.93858646074864,139.2306824962508,136.5959967901585,138.53733825683594,9344500,0.0,0,GS-1
2010-03-09 00:00:00-05:00,138.03159985468534,140.46236202739016,137.03645318701282,137.72979736328125,12958700,0.0,0,GS-1
2010-03-10 00:00:00-05:00,138.87991887743942,140.5765622163431,137.74610583443294,140.2502899169922,13107200,0.0,0,GS-1
2010-03-11 00:00:00-05:00,139.8097560385622,141.57982055860631,139.56505812932636,141.53086853027344,8910600,0.0,0,GS-1
2010-03-12 00:00:00-05:00,142.7544435206427,143.83931682635685,141.93059797862915,142.7136688232422,10216900,0.0,0,GS-1
2010-03-15 00:00:00-04:00,141.8898155685686,142.90943196737476,138.97779760575258,141.54722595214844,13958600,0.0,0,GS-1
2010-03-16 00:00:00-04:00,142.1998053013565,143.90460120112715,141.57171801589158,143.7169952392578,11687700,0.0,0,GS-1
2010-03-17 00:00:00-04:00,144.26346835311764,145.0954787204839,143.2112298313065,144.08401489257812,10138600,0.0,0,GS-1
2010-03-18 00:00:00-04:00,143.72514966219964,144.9894767022063,143.28468077905418,144.74476623535156,6883500,0.0,0,GS-1
2010-03-19 00:00:00-04:00,145.11183166503906,145.36470704060673,143.52123223497213,145.11183166503906,10896600,0.0,0,GS-1
2010-03-22 00:00:00-04:00,143.7332767655227,144.3368816523548,142.93388862089887,143.69248962402344,7320400,0.0,0,GS-1
2010-03-23 00:00:00-04:00,143.76587213408953,144.22265816191472,141.35141569867463,142.6075897216797,10804800,0.0,0,GS-1
2010-03-24 00:00:00-04:00,141.6370035302645,143.52941821999985,141.6370035302645,142.2650909423828,8396100,0.0,0,GS-1
2010-03-25 00:00:00-04:00,142.94206374207104,145.78882470362953,142.5668394385204,142.6647186279297,9534300,0.0,0,GS-1
2010-03-26 00:00:00-04:00,143.05623208814131,143.13779391441363,140.22577658492284,141.0088348388672,11811500,0.0,0,GS-1
2010-03-29 00:00:00-04:00,141.82460426602077,142.28139056824597,140.00561151019775,141.971435546875,11785600,0.0,0,GS-1
2010-03-30 00:00:00-04:00,142.14264418427678,142.56680798896357,139.23877937181555,139.79345703125,8184600,0.0,0,GS-1
2010-03-31 00:00:00-04:00,138.66779588081565,140.02184911010266,138.54544692186823,139.1816864013672,8243200,0.0,0,GS-1
2010-04-01 00:00:00-04:00,140.07082977331825,140.29922286132683,138.25998997090056,138.8472900390625,6480600,0.0,0,GS-1
2010-04-05 00:00:00-04:00,139.2224493618308,141.416665115011,138.48017832926885,141.24537658691406,6135000,0.0,0,GS-1
2010-04-06 00:00:00-04:00,140.79671875141364,141.84080442138384,140.4214946294792,141.03326416015625,7743600,0.0,0,GS-1
2010-04-07 00:00:00-04:00,141.02516556606076,145.1117831107763,140.95990863095807,143.85562133789062,13887200,0.0,0,GS-1
2010-04-08 00:00:00-04:00,143.64354927821765,147.47730407573565,142.97467501131004,146.41690063476562,10668800,0.0,0,GS-1
2010-04-09 00:00:00-04:00,147.0531865817587,147.64048675129536,144.78556021190568,146.1069793701172,8462000,0.0,0,GS-1
2010-04-12 00:00:00-04:00,146.30278483567002,147.13479568032602,145.06292724609375,145.06292724609375,6040800,0.0,0,GS-1
2010-04-13 00:00:00-04:00,144.83447401876583,146.82476730027457,144.4674145898131,146.21299743652344,6466400,0.0,0,GS-1
2010-04-14 00:00:00-04:00,150.01407584036605,151.6699313390848,149.32889682982417,150.83792114257812,12556400,0.0,0,GS-1
2010-04-15 00:00:00-04:00,151.34373713418478,151.39268918973787,149.81024211548865,150.3078155517578,7838700,0.0,0,GS-1
2010-04-16 00:00:00-04:00,149.77758045296804,152.053371436596,126.88107894608756,131.08189392089844,102043700,0.0,0,GS-1
2010-04-19 00:00:00-04:00,126.9219009848909,133.553480018262,126.43247995485521,133.21905517578125,54299200,0.0,0,GS-1
2010-04-20 00:00:00-04:00,135.7640138379366,135.98425454476785,128.8795594313063,130.49462890625,42196600,0.0,0,GS-1
2010-04-21 00:00:00-04:00,131.87312654968215,133.07219662577253,128.06384055664003,129.63812255859375,30371000,0.0,0,GS-1
2010-04-22 00:00:00-04:00,128.8224379818939,132.1423157152285,127.48470145646361,129.73602294921875,24823000,0.0,0,GS-1
2010-04-23 00:00:00-04:00,130.66583510875012,131.09815130856273,128.06377301590658,128.39004516601562,14916000,0.0,0,GS-1
2010-04-26 00:00:00-04:00,127.83543733004477,128.05567797566866,123.593835244697,124.00983428955078,30940700,0.0,0,GS-1
2010-04-27 00:00:00-04:00,122.5578857154138,127.40310461966104,122.47631142852188,124.83366394042969,34516800,0.0,0,GS-1
2010-04-28 00:00:00-04:00,127.7864753515076,128.59400349989224,126.17955905796033,128.07196044921875,21226100,0.0,0,GS-1
2010-04-29 00:00:00-04:00,130.14380443014576,131.36734377775636,129.15681054661943,130.70663452148438,18464300,0.0,0,GS-1
2010-04-30 00:00:00-04:00,123.90377013207033,124.39319094388749,116.88881732378341,118.43862915039062,73187900,0.0,0,GS-1
2010-05-03 00:00:00-04:00,120.5920676519521,122.88416332350015,119.53166410860365,121.94612121582031,28282700,0.0,0,GS-1
2010-05-04 00:00:00-04:00,121.56274485533486,124.27085199200293,120.58391559920385,121.90533447265625,30313400,0.0,0,GS-1
2010-05-05 00:00:00-04:00,120.80414645935373,123.34910480882027,120.0700152417465,120.87755584716797,18355200,0.0,0,GS-1
2010-05-06 00:00:00-04:00,120.29842182990447,121.23647641681211,113.43028702600805,116.0894546508789,22984700,0.0,0,GS-1
2010-05-07 00:00:00-04:00,118.5854462236287,119.53980549096431,115.42055356353376,116.63594055175781,21268500,0.0,0,GS-1
2010-05-10 00:00:00-04:00,121.61165384328639,122.2723631137217,115.17583723475242,117.32111358642578,23098200,0.0,0,GS-1
2010-05-11 00:00:00-04:00,116.1547048034731,118.68335866075189,115.4613730626962,115.80396270751953,15497900,0.0,0,GS-1
2010-05-12 00:00:00-04:00,117.65558543789159,120.43708964372779,116.05682137383191,120.07003021240234,15457000,0.0,0,GS-1
2010-05-13 00:00:00-04:00,121.01624811199252,121.08965751554157,117.802414794053,117.99002075195312,11517900,0.0,0,GS-1
2010-05-14 00:00:00-04:00,116.97854203503124,117.5821469198153,115.7468375769681,116.83171081542969,10977400,0.0,0,GS-1
2010-05-17 00:00:00-04:00,117.02749831093611,117.70452512529017,112.99797212114845,116.35047149658203,16330100,0.0,0,GS-1
2010-05-18 00:00:00-04:00,117.20694866177082,117.25588825847518,111.42368731673639,112.04360961914062,18025300,0.0,0,GS-1
2010-05-19 00:00:00-04:00,112.52485505450136,114.30307239616049,111.01583036251014,114.27860260009766,18079900,0.0,0,GS-1
2010-05-20 00:00:00-04:00,112.72878670734544,113.78103780229743,110.73034105241915,111.01583862304688,16279200,0.0,0,GS-1
2010-05-21 00:00:00-04:00,111.81520327810388,117.01116395358362,111.13817656216497,114.70275115966797,25553400,0.0,0,GS-1
2010-05-24 00:00:00-04:00,115.82842954924897,116.60333556749877,111.35026958805219,111.49710083007812,16556800,0.0,0,GS-1
2010-05-25 00:00:00-04:00,109.89833100731785,116.79910030627113,109.46601464772684,116.28520965576172,21490900,0.0,0,GS-1
2010-05-26 00:00:00-04:00,117.69638076166045,118.92808561021772,113.94419905015765,114.4417724609375,17073900,0.0,0,GS-1
2010-05-27 00:00:00-04:00,116.87856383583899,118.61216616396115,115.33304906894324,118.53038787841797,12910200,0.35,0,GS-1
2010-05-28 00:00:00-04:00,118.09700391603417,119.22547950193608,117.01760279363681,117.9661636352539,10683700,0.0,0,GS-1
2010-06-01 00:00:00-04:00,117.96617075265736,119.7161190614235,115.87277604433338,116.00361633300781,9455200,0.0,0,GS-1
2010-06-02 00:00:00-04:00,116.11811037973766,118.57130989480254,115.41485935298101,118.43229675292969,7668400,0.0,0,GS-1
2010-06-03 00:00:00-04:00,118.49772177377696,118.77574806894846,116.52698175439006,117.78628540039062,7454900,0.0,0,GS-1
2010-06-04 00:00:00-04:00,116.25711250895641,119.28272246207342,115.88096227307734,116.3225326538086,14900400,0.0,0,GS-1
2010-06-07 00:00:00-04:00,116.34707312993362,117.15663345113425,112.72452121654977,113.40322875976562,12238600,0.0,0,GS-1
2010-06-08 00:00:00-04:00,113.77936125978705,114.22093155912785,110.43483651549066,112.66724395751953,14587000,0.0,0,GS-1
2010-06-09 00:00:00-04:00,113.32964271927483,114.00836278172751,111.3916190020186,111.86590576171875,8950600,0.0,0,GS-1
2010-06-10 00:00:00-04:00,112.52005644454316,112.65906954568216,107.36833647694883,109.38813781738281,21931000,0.0,0,GS-1
2010-06-11 00:00:00-04:00,109.02838123304844,111.25261678373082,108.75852774958847,110.91734313964844,9241800,0.0,0,GS-1
2010-06-14 00:00:00-04:00,112.11938806010438,112.11938806010438,109.08559270888284,109.1183090209961,10951400,0.0,0,GS-1
2010-06-15 00:00:00-04:00,110.0913795872213,112.35649063896659,109.00379337966086,111.94762420654297,10649300,0.0,0,GS-1
2010-06-16 00:00:00-04:00,111.26077329836988,113.05978377983097,110.97457417496584,112.07850646972656,7077700,0.0,0,GS-1
2010-06-17 00:00:00-04:00,111.98852225011585,113.15788682818877,110.57384777517348,112.29109191894531,8104300,0.0,0,GS-1
2010-06-18 00:00:00-04:00,112.69995948075491,114.25364707158298,112.45463710388353,112.99433135986328,10154900,0.0,0,GS-1
2010-06-21 00:00:00-04:00,114.19641260568008,114.60527912052694,112.2829203108246,112.63455200195312,8691000,0.0,0,GS-1
2010-06-22 00:00:00-04:00,112.47100260881449,112.64273204618684,110.0586925124231,110.22223663330078,9002200,0.0,0,GS-1
2010-06-23 00:00:00-04:00,109.49445892808147,111.5224460338436,108.53771268241285,110.45121765136719,8232200,0.0,0,GS-1
2010-06-24 00:00:00-04:00,109.69071645034926,111.1953423448445,108.84845236388634,110.37760925292969,9967900,0.0,0,GS-1
2010-06-25 00:00:00-04:00,112.0212368226768,115.2185630460422,110.74556299060902,114.20458221435547,14332300,0.0,0,GS-1
2010-06-28 00:00:00-04:00,114.79337181271521,114.79337181271521,111.64509451716282,111.75140380859375,9908100,0.0,0,GS-1
2010-06-29 00:00:00-04:00,110.37764053590551,111.08907701228448,108.89754521647318,109.3800048828125,10338100,0.0,0,GS-1
2010-06-30 00:00:00-04:00,109.31453802032482,109.82154094919291,107.1393777915716,107.34381103515625,9139800,0.0,0,GS-1
2010-07-01 00:00:00-04:00,107.68725868860288,109.37178663968162,105.89642145673847,107.23750305175781,11645300,0.0,0,GS-1
2010-07-02 00:00:00-04:00,108.03071005956001,108.25150146928152,106.05179764319361,107.18844604492188,6566400,0.0,0,GS-1
2010-07-06 00:00:00-04:00,109.36359681321383,109.89511817934537,107.18025158181648,108.1533432006836,7820100,0.0,0,GS-1
2010-07-07 00:00:00-04:00,108.30057805136525,111.31801530633697,107.99802078521512,111.07269287109375,9300400,0.0,0,GS-1
2010-07-08 00:00:00-04:00,111.96398649390956,112.16841971767384,109.21640346741302,110.77010345458984,9895700,0.0,0,GS-1
2010-07-09 00:00:00-04:00,110.68837811601037,113.25606013550106,110.05871999192064,112.89625549316406,6919900,0.0,0,GS-1
2010-07-12 00:00:00-04:00,112.52825588420652,113.100666576457,111.23623604877413,112.23387145996094,4728900,0.0,0,GS-1
2010-07-13 00:00:00-04:00,113.2560322263449,115.4639090594218,112.93711682242953,114.68706512451172,8983900,0.0,0,GS-1
2010-07-14 00:00:00-04:00,113.90201856861286,114.14734095226582,112.56093701260673,113.71394348144531,6068500,0.0,0,GS-1
2010-07-15 00:00:00-04:00,114.49901040106192,119.5934849321298,112.69999978991434,118.751220703125,21621900,0.0,0,GS-1
2010-07-16 00:00:00-04:00,123.86204148311677,124.29543905529754,119.42992929832751,119.5280532836914,29604600,0.0,0,GS-1
2010-07-19 00:00:00-04:00,120.75466638571926,120.77919738477723,117.83536519924925,119.12737274169922,10875900,0.0,0,GS-1
2010-07-20 00:00:00-04:00,116.26530773147918,122.43919627702103,115.75014426771568,121.76866149902344,20571400,0.0,0,GS-1
2010-07-21 00:00:00-04:00,122.70083885858944,123.45315171951631,120.09226859827106,120.19857788085938,11337000,0.0,0,GS-1
2010-07-22 00:00:00-04:00,121.74411055509539,122.56184367278922,117.88440924137112,119.83879089355469,13307300,0.0,0,GS-1
2010-07-23 00:00:00-04:00,119.92054012446425,121.35975819812516,118.2196664553266,120.51749420166016,7306900,0.0,0,GS-1
2010-07-26 00:00:00-04:00,120.52567987919387,121.84223065585509,118.74302772865283,121.18804168701172,6089000,0.0,0,GS-1
2010-07-27 00:00:00-04:00,121.91582043538169,122.38193427462822,120.20676131337726,120.39483642578125,7151200,0.0,0,GS-1
2010-07-28 00:00:00-04:00,120.20674856241368,121.55600299400697,120.02684630785257,120.37029266357422,4845600,0.0,0,GS-1
2010-07-29 00:00:00-04:00,121.24526454922855,125.23579274719737,120.72191597518605,124.76969146728516,15657700,0.0,0,GS-1
2010-07-30 00:00:00-04:00,123.76389523592333,125.44842322896272,123.31413958787509,123.33049774169922,8792400,0.0,0,GS-1
2010-08-02 00:00:00-04:00,124.9660244174872,125.63655931841305,123.97656151143167,124.90060424804688,6523100,0.0,0,GS-1
2010-08-03 00:00:00-04:00,124.39351353898337,125.89815142230132,123.81293021979653,125.26849365234375,5648500,0.0,0,GS-1
2010-08-04 00:00:00-04:00,125.62008449272543,128.58845797652913,125.11309424743374,127.90156555175781,12283700,0.0,0,GS-1
2010-08-05 00:00:00-04:00,127.26374800961788,127.74620732283611,126.25792777379002,127.50088500976562,5680200,0.0,0,GS-1
2010-08-06 00:00:00-04:00,126.37247191566928,127.61542976204123,125.7428263919668,126.89582061767578,8082600,0.0,0,GS-1
2010-08-09 00:00:00-04:00,127.50911164030194,127.72990306297689,126.4133523209197,127.07571411132812,4209800,0.0,0,GS-1
2010-08-10 00:00:00-04:00,125.94723464605335,126.56053436923371,125.26032947310406,125.8490982055664,5861700,0.0,0,GS-1
2010-08-11 00:00:00-04:00,124.06646306930699,124.29542733197236,121.76863512623325,122.04666137695312,7734400,0.0,0,GS-1
2010-08-12 00:00:00-04:00,120.86908806730389,123.14238434517326,120.86908806730389,122.18563842773438,4949300,0.0,0,GS-1
2010-08-13 00:00:00-04:00,122.15298327548709,123.02795126719302,121.08992767333986,121.08992767333984,4218700,0.0,0,GS-1
2010-08-16 00:00:00-04:00,120.68106871106399,121.98943436138131,120.20678195162769,120.82825469970703,3760100,0.0,0,GS-1
2010-08-17 00:00:00-04:00,121.5805280899404,122.48821215662574,121.1389577904569,121.5069351196289,4391600,0.0,0,GS-1
2010-08-18 00:00:00-04:00,121.46609140050107,122.61092543646609,120.80372946477102,122.00579833984375,4460600,0.0,0,GS-1
2010-08-19 00:00:00-04:00,121.57235829693487,122.38191842347838,119.6179770114948,120.24763488769531,5290900,0.0,0,GS-1
2010-08-20 00:00:00-04:00,120.56655998161614,121.81769051974268,120.4111887094435,121.22074890136719,5276800,0.0,0,GS-1
2010-08-23 00:00:00-04:00,121.12261134104959,121.43335388254228,119.87966613031024,119.99414825439453,3729200,0.0,0,GS-1
2010-08-24 00:00:00-04:00,118.4077244287578,118.97196211670867,117.60634969393595,117.712646484375,6372300,0.0,0,GS-1
2010-08-25 00:00:00-04:00,116.78048934441799,118.841180732409,116.73142734335484,118.30964660644531,5638400,0.0,0,GS-1
2010-08-26 00:00:00-04:00,118.52223123871926,118.70213350940894,115.84006781085745,115.96272277832031,6818100,0.0,0,GS-1
2010-08-27 00:00:00-04:00,115.4066738885076,115.90549156777493,113.05159861883665,114.2781982421875,11252000,0.0,0,GS-1
2010-08-30 00:00:00-04:00,113.81091693236914,114.86024224262425,112.02377655434611,112.031982421875,6205800,0.35,0,GS-1
2010-08-31 00:00:00-04:00,111.69583221526916,113.13865093919829,111.3187251860581,112.25328063964844,7064100,0.0,0,GS-1
2010-09-01 00:00:00-04:00,113.95850036536324,115.04881775360488,112.96656584896537,114.55695343017578,6897700,0.0,0,GS-1
2010-09-02 00:00:00-04:00,114.71266170156835,114.89301564229159,113.49938178947458,114.5896987915039,4992000,0.0,0,GS-1
2010-09-03 00:00:00-04:00,116.0981356575899,121.32018306804507,115.86040312663353,120.74632263183594,13588500,0.0,0,GS-1
2010-09-07 00:00:00-04:00,119.81171839518316,119.88550864167011,118.17214640204243,119.04113006591797,6211300,0.0,0,GS-1
2010-09-08 00:00:00-04:00,119.18048944625089,122.68917243024949,119.16409022419258,120.95121765136719,8310300,0.0,0,GS-1
2010-09-09 00:00:00-04:00,122.79576494265267,123.52537413384617,121.73824628692395,122.26290893554688,6729800,0.0,0,GS-1
2010-09-10 00:00:00-04:00,122.52525586972983,123.58277460620525,121.99238731299268,123.28765106201172,4417200,0.0,0,GS-1
2010-09-13 00:00:00-04:00,124.869832913851,126.82091545323092,124.85343368827557,126.55038452148438,7653600,0.0,0,GS-1
2010-09-14 00:00:00-04:00,125.86998713327003,126.04214776586237,124.79606904642,125.04200744628906,5688200,0.0,0,GS-1
2010-09-15 00:00:00-04:00,124.33696491738802,125.26332727755782,123.51717876047853,125.06657409667969,5698200,0.0,0,GS-1
2010-09-16 00:00:00-04:00,124.83701231000495,125.00096700983299,123.91885598381454,124.7960205078125,4388600,0.0,0,GS-1
2010-09-17 00:00:00-04:00,124.69769430684369,124.99281787452344,123.42702304297403,123.77133178710938,4835600,0.0,0,GS-1
2010-09-20 00:00:00-04:00,123.77133367877566,124.93542873881891,122.87776960231902,124.5255355834961,5640500,0.0,0,GS-1
2010-09-21 00:00:00-04:00,124.69770016524906,126.71438005729709,123.86151459938067,124.11564636230469,6876000,0.0,0,GS-1
2010-09-22 00:00:00-04:00,122.92694710803849,123.41882386730795,121.07423466482203,121.38575744628906,8986100,0.0,0,GS-1
2010-09-23 00:00:00-04:00,119.98391459709458,120.4020010763103,118.032819342864,118.79522705078125,9152400,0.0,0,GS-1
2010-09-24 00:00:00-04:00,119.89375732609403,121.00047393576,119.54125518919068,120.7381362915039,5623700,0.0,0,GS-1
